AMT Concat,Concat Code,Comp Code,Mod Code,AMT Model,AMT Serial Prefix,AMT Component Code,AMT Modifier Code,MacMahon Serial Prefix,Functional Location,Position Code,Maintenance Item Description,Functional Location Code,Customer data Concat
HCM4351RI,HCM4351RI,4351,RI,EX2500,HCM,4351 - HYD PROPEL/DRIVE MOTOR,RI - RIGHT,HCM,EXBH005-HYSY-MOHY,RH,16000H TRAVEL MOTOR CHANGE RH,HYSY-MOHY,HCMHYSY-MOHYRH
HCM4351LT,HCM4351LT,4351,LT,EX2500,HCM,4351 - HYD PROPEL/DRIVE MOTOR,LT - LEFT,HCM,EXBH053-HYSY-MOHY,LH,24000H TRAVEL MOTOR CHANGE LH,HYSY-MOHY,HCMHYSY-MOHYLH
HCM5070LT,HCM5070LT,5070,LT,EX2500,HCM,5070 - PISTON PUMP,LT - LEFT,HCM,,,,,
HCM507000,HCM507000,5070,00,EX2500,HCM,5070 - PISTON PUMP,00 - (NONE),HCM,,,,,
HCM5070RI,HCM5070RI,5070,RI,EX2500,HCM,5070 - PISTON PUMP,RI - RIGHT,HCM,,,,,
HCM5084P0,HCM5084P0,5084,P0,EX1200-5D,HCM,5084 - IMPLEMENT PUMP,P02,HCM,EXBH003-HYSY-PUHY,POS.2,14000H MAIN PUMP CHANGE POS.2,HYSY-PUHY,HCMHYSY-PUHYPOS.2
HCM508400,HCM508400,5084,00,EX1200-5D,HCM,5084 - IMPLEMENT PUMP,00 - (NONE),HCM,EXBH003-HYSY-PUHY,POS.3,14000H MAIN PUMP CHANGE (SWING) POS.3,HYSY-PUHY,HCMHYSY-PUHYPOS.3
HCM5456LT,HCM5456LT,5456,LT,EX2500,HCM,5456 - BOOM CYLINDER,LT - LEFT,HCM,EXBH094-HYSY-CYHY,LH,10000H BOOM CYLINDER CHANGE LH,HYSY-CYHY,HCMHYSY-CYHYLH
HCM5456RI,HCM5456RI,5456,RI,EX2500,HCM,5456 - BOOM CYLINDER,RI - RIGHT,HCM,EXBH053-HYSY,RH,10000H BOOM CYLINDER CHANGE RH,HYSY,HCMHYSYRH
HCM5459RE,HCM5459RE,5459,RE,EX1200-5D,HCM,5459 - SWING DRIVE,RE - REAR,HCM,EXBH003-SURE-TMSG,RR,18000H SWING DRIVE CHANGE RR,SURE-TMSG,HCMSURE-TMSGRR
HCM5459FR,HCM5459FR,5459,FR,EX1200-5D,HCM,5459 - SWING DRIVE,FR - FRONT,HCM,EXBH003-SURE-TMSG,FR,18000H SWING DRIVE CHANGE FR,SURE-TMSG,HCMSURE-TMSGFR
HCM5459LF,HCM5459LF,5459,LF,EX3600-6,HCM,5459 - SWING DRIVE,LF - LEFT FRONT,HCM,EXBH042-SURE-TMSG-SGBF,LHF,18000H SWING DRIVE CHANGE LHF,SURE-TMSG-SGBF,HCMSURE-TMSG-SGBFLHF
HCM5459RF,HCM5459RF,5459,RF,EX3600-6,HCM,5459 - SWING DRIVE,RF - RIGHT FRONT,HCM,EXBH042-SURE-TMSG-SGBF,RHF,18000H SWING DRIVE CHANGE RHF,SURE-TMSG-SGBF,HCMSURE-TMSG-SGBFRHF
HCM5459RR,HCM5459RR,5459,RR,EX3600-6,HCM,5459 - SWING DRIVE,RR - RIGHT REAR,HCM,EXBH042-SURE-TMSG-SGBR,RHR,18000H SWING DRIVE CHANGE RHR,SURE-TMSG-SGBR,HCMSURE-TMSG-SGBRRHR
HCM5459LR,HCM5459LR,5459,LR,EX3600-6,HCM,5459 - SWING DRIVE,LR - LEFT REAR,HCM,EXBH042-SURE-TMSG-SGBR,LHR,18000H SWING DRIVE CHANGE LHR,SURE-TMSG-SGBR,HCMSURE-TMSG-SGBRLHR
HCM5459RI,HCM5459RI,5459,RI,EX2500,HCM,5459 - SWING DRIVE,RI - RIGHT,HCM,EXBH045-SURE-TMSG-SGBR,RHR,18000H SWING DRIVE CHANGE RHR,SURE-TMSG-SGBR,HCMSURE-TMSG-SGBRRHR
HCM5459LT,HCM5459LT,5459,LT,EX2500,HCM,5459 - SWING DRIVE,LT - LEFT,HCM,EXBH050-SURE-TMSG-SGBF,LH,18000H SWING DRIVE CHANGE LH,SURE-TMSG-SGBF,HCMSURE-TMSG-SGBFLH
HCM5473P0,HCM5473P0,5473,P0,EX1200-6,HCM,5473 - SWING PUMP,P03,HCM,EXBH004-HYSY-PUHY,POS.3,14000H SWING PUMP CHANGE  POS.3,HYSY-PUHY,HCMHYSY-PUHYPOS.3
HCM5473,HCM5473,5473,,EX5600-6 BH,HCM,5473 - SWING PUMP,,HCM,EXBH057-HYSY-PUHY,POS.11-12,12000H SWING PUMP CHANGE POS.11-12,HYSY-PUHY,HCMHYSY-PUHYPOS.11-12
HCM79PALF,HCM79PALF,79PA,LF,EX2500,HCM,79PA - SWING DRIVE MOTOR,LF - LEFT FRONT,HCM,EXBH095-HYSY-MOHY,LHF,12000H SWING MOTOR CHANGE LHF,HYSY-MOHY,HCMHYSY-MOHYLHF
HCM,HCM,,,EX3600-7,HCM,,,HCM,EXBH094-HYSY-CYHY,,10000H BOOM CYLINDER CHANGE LH,HYSY-CYHY,HCMHYSY-CYHY
JRP100000,JRP100000,1000,00,777F,JRP,1000 - ENGINE,00 - (NONE),JRP,TKHL189-ENGI,,20000H ENGINE CHANGE,ENGI,JRPENGI
JRP135300,JRP135300,1353,00,777F,JRP,1353 - RADIATOR,00 - (NONE),JRP,TKHL189-ENGI-COSY,,20000H RADIATOR CHANGE,ENGI-COSY,JRPENGI-COSY
JRP303000,JRP303000,3030,00,777F,JRP,3030 - TRANSMISSION,00 - (NONE),JRP,TKHL189-DRIV-TMSN,,16000H TRANSMISSION CHANGE,DRIV-TMSN,JRPDRIV-TMSN
JRP310100,JRP310100,3101,00,777F,JRP,3101 - TORQUE CONVERTER,00 - (NONE),JRP,TKHL189-DRIV-TQCV,,20000H TORQUE CONVERTER CHANGE,DRIV-TQCV,JRPDRIV-TQCV
JRP325800,JRP325800,3258,00,777F,JRP,3258 - DIFFERENTIAL,00 - (NONE),JRP,TKHL189-DRIV-DIFF,,18000H DIFFERENTIAL CHANGE,DRIV-DIFF,JRPDRIV-DIFF
JRP4008LF,JRP4008LF,4008,LF,777F,JRP,"4008 - FINAL DRIVE, BRAKE & WHEEL",LF - LEFT FRONT,JRP,TKHL189-DRIV-WHGP,LHF,24000H WHEEL GROUP CHANGE LHF,DRIV-WHGP,JRPDRIV-WHGPLHF
JRP4008RF,JRP4008RF,4008,RF,777F,JRP,"4008 - FINAL DRIVE, BRAKE & WHEEL",RF - RIGHT FRONT,JRP,TKHL189-DRIV-WHGP,RHF,24000H WHEEL GROUP CHANGE RHF,DRIV-WHGP,JRPDRIV-WHGPRHF
JRP4008RI,JRP4008RI,4008,RI,777F,JRP,"4008 - FINAL DRIVE, BRAKE & WHEEL",RI - RIGHT,JRP,TKHL190-DRIV-FIDV,RHR,18000H WHEEL END CHANGE RHR,DRIV-FIDV,JRPDRIV-FIDVRHR
JRP4050LR,JRP4050LR,4050,LR,777F,JRP,4050 - FINAL DRIVE,LR - LEFT REAR,JRP,TKHL189-DRIV-FIDV,LHR,18000H WHEEL END CHANGE LHR,DRIV-FIDV,JRPDRIV-FIDVLHR
JRP4050RR,JRP4050RR,4050,RR,777F,JRP,4050 - FINAL DRIVE,RR - RIGHT REAR,JRP,TKHL189-DRIV-FIDV,RHR,18000H WHEEL END CHANGE RHR,DRIV-FIDV,JRPDRIV-FIDVRHR
JRP4008RR,JRP4008RR,4008,RR,777F,JRP,"4008 - FINAL DRIVE, BRAKE & WHEEL",RR - RIGHT REAR,JRP,TKHL020-DRIV-FIDV,,18000H WHEEL END CHANGE RHR,DRIV-FIDV,JRPDRIV-FIDV
JRP4006LF,JRP4006LF,4006,LF,777F,JRP,4006 - WHEEL & BRAKE ASSEMBLY,LF - LEFT FRONT,JRP,TKHL192-DRIV-WHGP,,24000H WHEEL GROUP CHANGE LHF,DRIV-WHGP,JRPDRIV-WHGP
JRP4006RF,JRP4006RF,4006,RF,777F,JRP,4006 - WHEEL & BRAKE ASSEMBLY,RF - RIGHT FRONT,JRP,TKHL132-DRIV-WHGP,,24000H WHEEL GROUP CHANGE RHF,DRIV-WHGP,JRPDRIV-WHGP
JRP4008LR,JRP4008LR,4008,LR,777F,JRP,"4008 - FINAL DRIVE, BRAKE & WHEEL",LR - LEFT REAR,JRP,TKHL020-DRIV-FIDV,,18000H WHEEL END CHANGE LHR,DRIV-FIDV,JRPDRIV-FIDV
KMT100000,KMT100000,1000,00,D375A-8,KMT,1000 - ENGINE,00 - (NONE),KMT,DZTR070-ENGI,,18000H ENGINE CHANGE,ENGI,KMTENGI
KMT135300,KMT135300,1353,00,D375A-8,KMT,1353 - RADIATOR,00 - (NONE),KMT,DZTR070-ENGI-COSY,,18000H RADIATOR CHANGE,ENGI-COSY,KMTENGI-COSY
KMT303000,KMT303000,3030,00,WA600-6LC,KMT,3030 - TRANSMISSION,00 - (NONE),KMT,LOFE074-DRIV-TMSN,,18000H TRANSMISSION CHANGE,DRIV-TMSN,KMTDRIV-TMSN
KMT310100,KMT310100,3101,00,WA600-6LC,KMT,3101 - TORQUE CONVERTER,00 - (NONE),KMT,LOFE074-DRIV-TQCV,,18000H TORQUE CONVERTER CHANGE,DRIV-TQCV,KMTDRIV-TQCV
KMT3258RE,KMT3258RE,3258,RE,WA600-6LC,KMT,3258 - DIFFERENTIAL,RE - REAR,KMT,LOFE074-DRIV-DIFF,RR,18000H DIFFERENTIAL CHANGE RR,DRIV-DIFF,KMTDRIV-DIFFRR
KMT3258FR,KMT3258FR,3258,FR,WA600-6LC,KMT,3258 - DIFFERENTIAL,FR - FRONT,KMT,LOFE074-DRIV-DIFF,FR,18000H DIFFERENTIAL CHANGE FR,DRIV-DIFF,KMTDRIV-DIFFFR
KMT325800,KMT325800,3258,00,D375A-8,KMT,3258 - DIFFERENTIAL,00 - (NONE),KMT,DZTR070-DRIV,,18000H POWERTRAIN MODULE CHANGE,DRIV,KMTDRIV
KMT4028LT,KMT4028LT,4028,LT,D375A-8,KMT,4028 - TRACK FRAME,LT - LEFT,KMT,DZTR072-UCRG,LH,18000H TRACK FRAME CHANGE LH,UCRG,KMTUCRGLH
KMT4050LT,KMT4050LT,4050,LT,D375A-8,KMT,4050 - FINAL DRIVE,LT - LEFT,KMT,DZTR070-DRIV-FIDV,LH,18000H FINAL DRIVE CHANGE LH,DRIV-FIDV,KMTDRIV-FIDVLH
KMT4050RI,KMT4050RI,4050,RI,D375A-8,KMT,4050 - FINAL DRIVE,RI - RIGHT,KMT,DZTR070-DRIV-FIDV,RH,18000H FINAL DRIVE CHANGE RH,DRIV-FIDV,KMTDRIV-FIDVRH
KMT4050LR,KMT4050LR,4050,LR,WA600-6LC,KMT,4050 - FINAL DRIVE,LR - LEFT REAR,KMT,LOFE074-DRIV-FIDV,LHR,18000H WHEEL END CHANGE LHR,DRIV-FIDV,KMTDRIV-FIDVLHR
KMT4050LF,KMT4050LF,4050,LF,WA600-6LC,KMT,4050 - FINAL DRIVE,LF - LEFT FRONT,KMT,LOFE074-DRIV-FIDV,LHF,18000H WHEEL END CHANGE LHF,DRIV-FIDV,KMTDRIV-FIDVLHF
KMT4050RF,KMT4050RF,4050,RF,WA600-6LC,KMT,4050 - FINAL DRIVE,RF - RIGHT FRONT,KMT,LOFE074-DRIV-FIDV,RHF,18000H WHEEL END CHANGE RHF,DRIV-FIDV,KMTDRIV-FIDVRHF
KMT4050RR,KMT4050RR,4050,RR,WA600-6LC,KMT,4050 - FINAL DRIVE,RR - RIGHT REAR,KMT,LOFE074-DRIV-FIDV,RHR,18000H WHEEL END CHANGE RHR,DRIV-FIDV,KMTDRIV-FIDVRHR
LDN1353LF,LDN1353LF,1353,LF,MD6250,LDN,1353 - RADIATOR,LF - LEFT FRONT,LDN,,,17500H RADIATOR CHANGE,,
LDN1386LT,LDN1386LT,1386,LT,MD6250,LDN,1386 - HYDRAULIC FAN MOTOR,LT - LEFT,LDN,,,10000H RADIATOR FAN MOTOR CHANGE,,
LDN1387LT,LDN1387LT,1387,LT,MD6250,LDN,1387 - HYDRAULIC FAN PUMP,LT - LEFT,LDN,,,10000H FAN PUMP CHANGE LH,,
LDN1387RI,LDN1387RI,1387,RI,MD6250,LDN,1387 - HYDRAULIC FAN PUMP,RI - RIGHT,LDN,,,10000H FAN PUMP CHANGE RH,,
LDN4351LT,LDN4351LT,4351,LT,MD6250,LDN,4351 - HYD PROPEL/DRIVE MOTOR,LT - LEFT,LDN,,,10000H TRAVEL MOTOR CHANGE LH,,
LDN4351RI,LDN4351RI,4351,RI,MD6250,LDN,4351 - HYD PROPEL/DRIVE MOTOR,RI - RIGHT,LDN,,,10000H TRAVEL MOTOR CHANGE RH,,
LDN5084RI,LDN5084RI,5084,RI,MD6250,LDN,5084 - IMPLEMENT PUMP,RI - RIGHT,LDN,,,12000H AUXILIARY PUMP CHANGE RH,,
LDN89AG00,LDN89AG00,89AG,00,MD6250,LDN,89AG - HOIST ROPES,00 - (NONE),LDN,,,3000H HOIST CABLES CHANGE,,
LDN1374LF,LDN1374LF,1374,LF,MD6250,LDN,1374 - HYDRAULIC OIL COOLER,LF - LEFT FRONT,LDN,,,10000H COMPRESSOR OIL COOLER CHANGE LHF,,
LDN1374LR,LDN1374LR,1374,LR,MD6250,LDN,1374 - HYDRAULIC OIL COOLER,LR - LEFT REAR,LDN,,,10000H COMPRESSOR OIL COOLER CHANGE LHR,,
LDN1374RR,LDN1374RR,1374,RR,MD6250,LDN,1374 - HYDRAULIC OIL COOLER,RR - RIGHT REAR,LDN,,,10000H COMPRESSOR OIL COOLER CHANGE RHR,,
LDN137400,LDN137400,1374,00,MD6250,LDN,1374 - HYDRAULIC OIL COOLER,00 - (NONE),LDN,,,10000H HYDRAULIC OIL COOLER CHANGE,,
M4R100000,M4R100000,1000,00,844K,M4R,1000 - ENGINE,00 - (NONE),M4R,DZWH005-ENGI,,16000H ENGINE CHANGE,ENGI,M4RENGI
M4R135300,M4R135300,1353,00,844K,M4R,1353 - RADIATOR,00 - (NONE),M4R,DZWH005-ENGI-COSY,,16000H RADIATOR CHANGE,ENGI-COSY,M4RENGI-COSY
M4R303000,M4R303000,3030,00,844K,M4R,3030 - TRANSMISSION,00 - (NONE),M4R,DZWH005-DRIV-TMSN,,16000H TRANSMISSION CHANGE,DRIV-TMSN,M4RDRIV-TMSN
M4R310100,M4R310100,3101,00,844K,M4R,3101 - TORQUE CONVERTER,00 - (NONE),M4R,DZWH005-DRIV-TQCV,,16000H TORQUE CONVERTER CHANGE,DRIV-TQCV,M4RDRIV-TQCV
M4R3258FR,M4R3258FR,3258,FR,844K,M4R,3258 - DIFFERENTIAL,FR - FRONT,M4R,DZWH005-DRIV-DIFF,FR,16000H DIFFERENTIAL CHANGE FR,DRIV-DIFF,M4RDRIV-DIFFFR
M4R3258RE,M4R3258RE,3258,RE,844K,M4R,3258 - DIFFERENTIAL,RE - REAR,M4R,DZWH005-DRIV-DIFF,RR,16000H DIFFERENTIAL CHANGE RR,DRIV-DIFF,M4RDRIV-DIFFRR
M4R4050LF,M4R4050LF,4050,LF,844K,M4R,4050 - FINAL DRIVE,LF - LEFT FRONT,M4R,DZWH005-DRIV-FIDV,LHF,16000H WHEEL END CHANGE LHF,DRIV-FIDV,M4RDRIV-FIDVLHF
M4R4050RF,M4R4050RF,4050,RF,844K,M4R,4050 - FINAL DRIVE,RF - RIGHT FRONT,M4R,DZWH005-DRIV-FIDV,RHF,16000H WHEEL END CHANGE RHF,DRIV-FIDV,M4RDRIV-FIDVRHF
M4R4050LR,M4R4050LR,4050,LR,844K,M4R,4050 - FINAL DRIVE,LR - LEFT REAR,M4R,DZWH005-DRIV-FIDV,LHR,16000H WHEEL END CHANGE LHR,DRIV-FIDV,M4RDRIV-FIDVLHR
M4R4050RR,M4R4050RR,4050,RR,844K,M4R,4050 - FINAL DRIVE,RR - RIGHT REAR,M4R,DZWH005-DRIV-FIDV,RHR,16000H WHEEL END CHANGE RHR,DRIV-FIDV,M4RDRIV-FIDVRHR
MRK100000,MRK100000,1000,00,994K,MRK,1000 - ENGINE,00 - (NONE),MRK,LOFE037-ENGI,,20000H ENGINE CHANGE,ENGI,MRKENGI
MRK135300,MRK135300,1353,00,994K,MRK,1353 - RADIATOR,00 - (NONE),MRK,LOFE037-ENGI-COSY,,20000H RADIATOR CHANGE,ENGI-COSY,MRKENGI-COSY
MRK303000,MRK303000,3030,00,994K,MRK,3030 - TRANSMISSION,00 - (NONE),MRK,LOFE037-DRIV-TMSN,,15000H TRANSMISSION CHANGE,DRIV-TMSN,MRKDRIV-TMSN
MRK310100,MRK310100,3101,00,994K,MRK,3101 - TORQUE CONVERTER,00 - (NONE),MRK,LOFE037-DRIV-TQCV,,15000H TORQUE CONVERTER CHANGE,DRIV-TQCV,MRKDRIV-TQCV
MRK3258FR,MRK3258FR,3258,FR,994K,MRK,3258 - DIFFERENTIAL,FR - FRONT,MRK,LOFE037-DRIV-DIFF,FR,20000H DIFFERENTIAL CHANGE FR,DRIV-DIFF,MRKDRIV-DIFFFR
MRK3258RE,MRK3258RE,3258,RE,994K,MRK,3258 - DIFFERENTIAL,RE - REAR,MRK,LOFE037-DRIV-DIFF,RR,20000H DIFFERENTIAL CHANGE RR,DRIV-DIFF,MRKDRIV-DIFFRR
MRK4050LF,MRK4050LF,4050,LF,994K,MRK,4050 - FINAL DRIVE,LF - LEFT FRONT,MRK,LOFE037-DRIV-FIDV,LHF,24000H WHEEL END CHANGE LHF,DRIV-FIDV,MRKDRIV-FIDVLHF
MRK4050RF,MRK4050RF,4050,RF,994K,MRK,4050 - FINAL DRIVE,RF - RIGHT FRONT,MRK,LOFE037-DRIV-FIDV,RHF,24000H WHEEL END CHANGE RHF,DRIV-FIDV,MRKDRIV-FIDVRHF
MRK4050LR,MRK4050LR,4050,LR,994K,MRK,4050 - FINAL DRIVE,LR - LEFT REAR,MRK,LOFE037-DRIV-FIDV,LHR,24000H WHEEL END CHANGE LHR,DRIV-FIDV,MRKDRIV-FIDVLHR
MRK4050RR,MRK4050RR,4050,RR,994K,MRK,4050 - FINAL DRIVE,RR - RIGHT REAR,MRK,LOFE037-DRIV-FIDV,RHR,24000H WHEEL END CHANGE RHR,DRIV-FIDV,MRKDRIV-FIDVRHR
MRK106300,MRK106300,1063,00,994K,MRK,1063 - AFTERCOOLER,00 - (NONE),MRK,,,20000H AFTERCOOLER CHANGE,,
MRK125600,MRK125600,1256,00,994K,MRK,1256 - FUEL TRANSFER PUMP,00 - (NONE),MRK,,,20000H FUEL TRANSFER PUMP CHANGE,,
MRK135900,MRK135900,1359,00,994K,MRK,1359 - FAN DRIVE,00 - (NONE),MRK,,,60000H ENGINE FAN CHANGE,,
MRK136500,MRK136500,1365,00,994K,MRK,1365 - BRAKE/AXLE OIL COOLER,00 - (NONE),MRK,,,20000H BRAKE/AXLE OIL COLR FAN MOTR CHNG,,
MRK1365FR,MRK1365FR,1365,FR,994K,MRK,1365 - BRAKE/AXLE OIL COOLER,FR - FRONT,MRK,,,20000H BRAKE/AXLE OIL COOLER CHANGE FR,,
MRK1365RR,MRK1365RR,1365,RR,994K,MRK,1365 - BRAKE/AXLE OIL COOLER,RR - RIGHT REAR,MRK,,,20000H BRAKE/AXLE OIL COOLER CHANGE RR,,
MRK137400,MRK137400,1374,00,994K,MRK,1374 - HYDRAULIC OIL COOLER,00 - (NONE),MRK,,,20000H HYDRAULIC OIL COOLER CHANGE,,
MRK137500,MRK137500,1375,00,994K,MRK,1375 - TORQUE CONVERTER/TRANSMISSION OIL COOLER,00 - (NONE),MRK,,,20000H TC & TRANS OIL COOLER CHANGE,,
MRK138600,MRK138600,1386,00,994K,MRK,1386 - HYDRAULIC FAN MOTOR,00 - (NONE),MRK,,,12000H FAN MOTOR CHANGE,,
MRK138700,MRK138700,1387,00,994K,MRK,1387 - HYDRAULIC FAN PUMP,00 - (NONE),MRK,,,12000H FAN PUMP CHANGE,,
MRK306600,MRK306600,3066,00,994K,MRK,3066 - TRANSMISSION OIL PUMP,00 - (NONE),MRK,,,12000H TRANSMISSION PUMP CHANGE,,
MRK3108FR,MRK3108FR,3108,FR,994K,MRK,3108 - PUMP DRIVE GRP,FR - FRONT,MRK,,,15000H PUMP DRIVE CHANGE FR,,
MRK3108RE,MRK3108RE,3108,RE,994K,MRK,3108 - PUMP DRIVE GRP,RE - REAR,MRK,,,15000H PUMP DRIVE CHANGE RR,,
MRK3253FR,MRK3253FR,3253,FR,994K,MRK,3253 - DRIVESHAFT,FR - FRONT,MRK,,,30000H DRIVE SHAFT CHANGE CTR,,
MRK3253RE,MRK3253RE,3253,RE,994K,MRK,3253 - DRIVESHAFT,RE - REAR,MRK,,,30000H DRIVE SHAFT CHANGE RR,,
MRK3253CE,MRK3253CE,3253,CE,994K,MRK,3253 - DRIVESHAFT,CE - CENTER,MRK,,,30000H INPUT DRIVE SHAFT CHANGE,,
MRK3259LF,MRK3259LF,3259,LF,994K,MRK,3259 - AXLE SHAFT,LF - LEFT FRONT,MRK,,,40000H AXLE SHAFT CHANGE LHF,,
MRK3259LR,MRK3259LR,3259,LR,994K,MRK,3259 - AXLE SHAFT,LR - LEFT REAR,MRK,,,40000H AXLE SHAFT CHANGE LHR,,
MRK3259RF,MRK3259RF,3259,RF,994K,MRK,3259 - AXLE SHAFT,RF - RIGHT FRONT,MRK,,,40000H AXLE SHAFT CHANGE RHF,,
MRK3259RR,MRK3259RR,3259,RR,994K,MRK,3259 - AXLE SHAFT,RR - RIGHT REAR,MRK,,,40000H AXLE SHAFT CHANGE RHR,,
MRK4251LF,MRK4251LF,4251,LF,994K,MRK,4251 - SERVICE BRAKE,LF - LEFT FRONT,MRK,,,24000H SERVICE BRAKE CHANGE LHF,,
MRK4251LR,MRK4251LR,4251,LR,994K,MRK,4251 - SERVICE BRAKE,LR - LEFT REAR,MRK,,,24000H SERVICE BRAKE CHANGE LHR,,
MRK4251RF,MRK4251RF,4251,RF,994K,MRK,4251 - SERVICE BRAKE,RF - RIGHT FRONT,MRK,,,24000H SERVICE BRAKE CHANGE RHF,,
MRK4251RR,MRK4251RR,4251,RR,994K,MRK,4251 - SERVICE BRAKE,RR - RIGHT REAR,MRK,,,24000H SERVICE BRAKE CHANGE RHR,,
MRK4303LT,MRK4303LT,4303,LT,994K,MRK,4303 - STEERING CYLINDER,LT - LEFT,MRK,,,20000H STEERING CYLINDER CHANGE LH,,
MRK4303RI,MRK4303RI,4303,RI,994K,MRK,4303 - STEERING CYLINDER,RI - RIGHT,MRK,,,20000H STEERING CYLINDER CHANGE RH,,
MRK430600,MRK430600,4306,00,994K,MRK,4306 - STEERING PUMP,00 - (NONE),MRK,,,12000H STEERING PUMP CHANGE CTR,,
MRK5070LT,MRK5070LT,5070,LT,994K,MRK,5070 - PISTON PUMP,LT - LEFT,MRK,,,12000H IMPLEMENT PUMP CHANGE LH,,
MRK5070RI,MRK5070RI,5070,RI,994K,MRK,5070 - PISTON PUMP,RI - RIGHT,MRK,,,12000H IMPLEMENT PUMP CHANGE RH,,
MRK507300,MRK507300,5073,00,994K,MRK,5073 - GEAR PUMP,00 - (NONE),MRK,,,20000H AXL COLR FAN/IMPT COLRS PMP CHNG,,
MRK508500,MRK508500,5085,00,994K,MRK,5085 - PILOT PUMP,00 - (NONE),MRK,,,12000H PILOT PUMP CHANGE,,
MRK5102LT,MRK5102LT,5102,LT,994K,MRK,5102 - LIFT/HOIST CYLINDER,LT - LEFT,MRK,,,8000H CHANGE LIFT CYLINDER 994K MRK LH,,
MRK5102RI,MRK5102RI,5102,RI,994K,MRK,5102 - LIFT/HOIST CYLINDER,RI - RIGHT,MRK,,,8000H CHANGE LIFT CYLINDER 994K MRK RH,,
MRK5104LT,MRK5104LT,5104,LT,994K,MRK,5104 - TILT CYLINDER,LT - LEFT,MRK,,,8000H CHANGE TILT CYLINDER 994K MRK LH,,
MRK5104RI,MRK5104RI,5104,RI,994K,MRK,5104 - TILT CYLINDER,RI - RIGHT,MRK,,,8000H CHANGE TILT CYLINDER 994K MRK RH,,
MRK600100,MRK600100,6001,00,994K,MRK,6001 - BUCKET,00 - (NONE),MRK,EXBH095-BCKT,,15000H BUCKET CHANGE,BCKT,MRKBCKT
MRK705700,MRK705700,7057,00,994K,MRK,7057 - ARTICULATED PIVOT PIN,00 - (NONE),MRK,,,20000H ARTICULATION PIVOT PIN REPAIR,,
MSY100000,MSY100000,1000,00,785D WC,MSY,1000 - ENGINE,00 - (NONE),MSY,TKWC034-ENGI,,22000H ENGINE CHANGE,ENGI,MSYENGI
MSY135300,MSY135300,1353,00,785D WC,MSY,1353 - RADIATOR,00 - (NONE),MSY,TKWC034-ENGI-COSY,,18000H RADIATOR CHANGE,ENGI-COSY,MSYENGI-COSY
MSY303000,MSY303000,3030,00,785D WC,MSY,3030 - TRANSMISSION,00 - (NONE),MSY,TKWC034-DRIV-TMSN,,16500H TRANSMISSION CHANGE,DRIV-TMSN,MSYDRIV-TMSN
MSY310100,MSY310100,3101,00,785D WC,MSY,3101 - TORQUE CONVERTER,00 - (NONE),MSY,TKWC034-DRIV-TQCV,,19800H TORQUE CONVERTER CHANGE,DRIV-TQCV,MSYDRIV-TQCV
MSY325800,MSY325800,3258,00,785D WC,MSY,3258 - DIFFERENTIAL,00 - (NONE),MSY,TKWC034-DRIV-DIFF,,16500H DIFFERENTIAL CHANGE,DRIV-DIFF,MSYDRIV-DIFF
MSY4006LF,MSY4006LF,4006,LF,785D WC,MSY,4006 - WHEEL & BRAKE ASSEMBLY,LF - LEFT FRONT,MSY,TKHL188-DRIV-WHGP,LHF,20000H BRAKE & WHEEL SPINDLE CHANGE LHF,DRIV-WHGP,MSYDRIV-WHGPLHF
MSY4008LR,MSY4008LR,4008,LR,785D WC,MSY,"4008 - FINAL DRIVE, BRAKE & WHEEL",LR - LEFT REAR,MSY,TKHL216-DRIV-FIDV,LHR,22000H WHEEL END CHANGE LHR,DRIV-FIDV,MSYDRIV-FIDVLHR
MSY4008LF,MSY4008LF,4008,LF,785D WC,MSY,"4008 - FINAL DRIVE, BRAKE & WHEEL",LF - LEFT FRONT,MSY,TKHL216-DRIV-WHGP,LHF,22000H WHEEL GROUP CHANGE LHF,DRIV-WHGP,MSYDRIV-WHGPLHF
MSY4008RF,MSY4008RF,4008,RF,785D WC,MSY,"4008 - FINAL DRIVE, BRAKE & WHEEL",RF - RIGHT FRONT,MSY,TKHL215-DRIV-WHGP,RHF,22000H WHEEL GROUP CHANGE RHF,DRIV-WHGP,MSYDRIV-WHGPRHF
MSY4008RI,MSY4008RI,4008,RI,785D WC,MSY,"4008 - FINAL DRIVE, BRAKE & WHEEL",RI - RIGHT,MSY,TKHL213-DRIV-FIDV,RHR,22000H WHEEL END CHANGE RHR,DRIV-FIDV,MSYDRIV-FIDVRHR
MSY4008LT,MSY4008LT,4008,LT,785D WC,MSY,"4008 - FINAL DRIVE, BRAKE & WHEEL",LT - LEFT,MSY,TKHL215-DRIV-WHGP,LHR,20000H WHEEL GROUP CHANGE LHR,DRIV-WHGP,MSYDRIV-WHGPLHR
MSY4050RR,MSY4050RR,4050,RR,785D WC,MSY,4050 - FINAL DRIVE,RR - RIGHT REAR,MSY,TKWC034-DRIV-FIDV,RHR,16500H WHEEL END CHANGE RHR,DRIV-FIDV,MSYDRIV-FIDVRHR
MSY4050LR,MSY4050LR,4050,LR,785D WC,MSY,4050 - FINAL DRIVE,LR - LEFT REAR,MSY,TKWC034-DRIV-FIDV,LHR,16500H WHEEL END CHANGE LHR,DRIV-FIDV,MSYDRIV-FIDVLHR
